celular;data_nascimento;idade;sexo;cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;cidade_escola;bairro_escola;categoria_frequentada
(11) 91394-6493;11/08/1962;62;Outro;São Paulo;Vila Prudente;;;;;Fisioterapia e Terapias Complementares
(11) 93119-1396;25/12/1963;61;Feminino;Cardoso da Mata;Consolação;;;;;Fisioterapia e Terapias Complementares
(11) 94836-6140;04/01/1942;83;Outro;Sales;Itaquera;São Paulo;Pinheiros;;;Restaurantes com comida caseira
(11) 95309-5549;03/01/1970;55;Feminino;São Paulo;Jabaquara;;;;;Postos de Combustível e Serviços Automotivos
(11) 98327-5317;11/09/1940;84;Feminino;das Neves;Consolação;;;São Paulo;Campo Limpo;Supermercados de Bairro e Mercadinhos
(41) 96338-7878;24/10/1997;27;Feminino;São Paulo;Limão;São Paulo;Santana;São Paulo;Sé;Academias e Studios Fitness
(11) 94976-1580;29/07/1954;71;Masculino;São Paulo;Limão;;;São Paulo;Penha;Produtos Naturais e Fitoterápicos
(11) 98843-1313;07/02/1958;67;Outro;São Paulo;Limão;;;São Paulo;República;Produtos Naturais e Fitoterápicos
(11) 91803-1222;04/04/1951;74;Masculino;São Paulo;Consolação;São Paulo;Casa Verde;;;Igrejas e Lojas de Artigos Religiosos
(11) 97308-9657;19/08/1968;56;Masculino;São Paulo;Pinheiros;;;;;Clínicas de Saúde e Bem-estar
(11) 95621-3326;17/03/1938;87;Feminino;São Paulo;Higienópolis;São Paulo;Bela Vista;;;Produtos Naturais e Fitoterápicos
(11) 98708-6429;19/04/1995;30;Outro;São Paulo;Ipiranga;São Paulo;Santana;;;Barbearias/Salões com estética jovem
(11) 97109-1981;18/11/2007;17;Outro;São Paulo;Penha;São Paulo;Casa Verde;São Paulo;Bela Vista;Coworkings e Centros de Estudo/Conexão
(11) 92157-9147;13/06/1994;31;Feminino;São Paulo;Santo Amaro;;;;;Lojas de Roupas e Calçados
(11) 97345-4091;31/10/1957;67;Masculino;São Paulo;Casa Verde;;;São Paulo;Higienópolis;Clubes e Centros de Convivência
(11) 91948-3656;25/08/1986;38;Feminino;São Paulo;Vila Prudente;São Paulo;República;São Paulo;República;Clínicas de Saúde e Bem-estar
(11) 99275-3949;12/10/1997;27;Feminino;São Paulo;República;;;;;Lojas de Roupas e Sneakers
(11) 92102-2442;17/11/1943;81;Masculino;São Paulo;Perdizes;São Paulo;Campo Limpo;;;Fisioterapia e Terapias Complementares
(11) 93574-8496;01/09/1939;85;Outro;São Paulo;Lapa;São Paulo;Penha;;;Fisioterapia e Terapias Complementares
(21) 91081-6071;25/03/1994;31;Feminino;São Paulo;Pinheiros;São Paulo;Higienópolis;São Paulo;Limão;Postos de Combustível e Serviços Automotivos
(11) 98808-4996;26/02/1954;71;Feminino;São Paulo;Perdizes;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 98700-4371;18/06/1941;84;Feminino;São Paulo;Itaquera;São Paulo;Penha;São Paulo;Higienópolis;Clubes e Centros de Convivência
(11) 93077-9818;14/05/1960;65;Outro;São Paulo;Jabaquara;São Paulo;Sé;;;Restaurantes com comida caseira
(11) 92337-2974;13/05/1994;31;Outro;São Paulo;Penha;São Paulo;Itaquera;;;Papelarias, Livrarias e Lojas de Escritório
(11) 98345-8130;12/11/1942;82;Outro;São Paulo;Bela Vista;São Paulo;Sé;;;Supermercados de Bairro e Mercadinhos
(11) 97140-8144;16/11/2006;18;Outro;São Paulo;Lapa;;;;;Barbearias/Salões com estética jovem
(11) 95964-5546;13/05/2009;16;Feminino;São Paulo;Campo Limpo;;;;;Cinema e Streaming Experience Stores
(11) 98377-8668;22/07/1966;59;Masculino;São Paulo;Penha;;;;;Farmácias e Drogarias
(11) 95621-5195;22/10/1980;44;Outro;São Paulo;Perdizes;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 96254-8508;17/01/1989;36;Feminino;São Paulo;Vila Prudente;;;São Paulo;República;Postos de Combustível e Serviços Automotivos
(11) 96515-6518;25/02/1939;86;Outro;São Paulo;Campo Limpo;São Paulo;Vila Prudente;São Paulo;Penha;Clínicas Médicas e Laboratórios
(11) 96471-1432;11/06/1954;71;Outro;São Paulo;Tucuruvi;;;;;Clínicas Médicas e Laboratórios
(11) 98702-3142;19/06/1993;32;Outro;São Paulo;Higienópolis;São Paulo;Higienópolis;;;Lojas de Roupas e Calçados
(11) 95467-3581;28/07/1967;58;Outro;São Paulo;Santo Amaro;;;São Paulo;Sé;Papelarias, Livrarias e Lojas de Escritório
(11) 94070-8613;02/03/1949;76;Feminino;São Paulo;Tatuapé;São Paulo;Higienópolis;;;Igrejas e Lojas de Artigos Religiosos
(11) 96904-1756;10/12/2003;21;Masculino;Dias;Butantã;;;;;Barbearias/Salões com estética jovem
(11) 98834-9122;07/05/2004;21;Feminino;São Paulo;Limão;São Paulo;Sé;;;Espaços Culturais e de Experiência Interativa
(71) 92830-7383;08/07/2002;23;Masculino;Santos do Norte;Santo Amaro;São Paulo;Sé;;;Academias e Studios Fitness
(11) 96640-1591;19/01/1953;72;Masculino;São Paulo;República;São Paulo;Santana;;;Produtos Naturais e Fitoterápicos
(11) 91876-8835;25/01/1986;39;Outro;São Paulo;Ipiranga;São Paulo;República;;;Papelarias, Livrarias e Lojas de Escritório
(11) 94416-8869;07/03/1965;60;Feminino;São Paulo;Santo Amaro;São Paulo;Casa Verde;;;Supermercados de Bairro e Mercadinhos
(11) 92479-7215;13/11/1947;77;Outro;São Paulo;Penha;;;;;Supermercados de Bairro e Mercadinhos
(11) 93859-5923;20/09/1973;51;Feminino;Novaes;Consolação;São Paulo;Lapa;;;Papelarias, Livrarias e Lojas de Escritório
(41) 98121-6852;21/12/1934;90;Outro;São Paulo;República;;;São Paulo;Consolação;Fisioterapia e Terapias Complementares
(11) 91975-7020;30/05/1937;88;Outro;da Cruz;Santo Amaro;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 95752-4094;02/05/1973;52;Outro;São Paulo;Campo Limpo;São Paulo;Penha;;;Postos de Combustível e Serviços Automotivos
(11) 97306-4970;21/11/1996;28;Feminino;São Paulo;Casa Verde;São Paulo;República;São Paulo;Consolação;Coworkings e Centros de Estudo/Conexão
(11) 93238-2299;19/07/1946;79;Feminino;São Paulo;República;São Paulo;República;;;Clínicas Médicas e Laboratórios
(11) 93386-5553;31/01/1941;84;Outro;São Paulo;Ipiranga;São Paulo;Sé;;;Clubes e Centros de Convivência
(11) 98985-4941;23/11/1946;78;Outro;São Paulo;Ipiranga;São Paulo;Higienópolis;São Paulo;Higienópolis;Restaurantes com comida caseira
(11) 99297-8988;01/06/2004;21;Feminino;São Paulo;Pinheiros;São Paulo;Santana;São Paulo;Consolação;Espaços Culturais e de Experiência Interativa
(11) 97240-6136;13/10/1988;36;Masculino;São Paulo;Tatuapé;São Paulo;Consolação;São Paulo;Consolação;Supermercados e Mercados Express
(11) 95323-2269;15/03/2005;20;Outro;São Paulo;Jabaquara;;;;;Lojas de Roupas e Sneakers
(11) 95584-5085;25/08/1992;32;Outro;São Paulo;Consolação;;;São Paulo;Higienópolis;Farmácias e Drogarias
(11) 97482-4637;28/10/1959;65;Feminino;São Paulo;República;São Paulo;Bela Vista;;;Farmácias e Drogarias
(11) 96296-9374;12/09/2003;21;Feminino;São Paulo;Jabaquara;;;;;Cafeterias e Bistrôs Modernos
(11) 98817-1942;18/11/1959;65;Outro;São Paulo;República;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 92511-8389;07/10/2000;24;Feminino;São Paulo;Bela Vista;;;;;Lanchonetes e Fast-Food
(11) 92698-8295;27/06/1939;86;Masculino;São Paulo;Casa Verde;;;;;Farmácias e Drogarias
(11) 91093-2600;19/05/1978;47;Outro;São Paulo;Tatuapé;São Paulo;Bela Vista;;;Postos de Combustível e Serviços Automotivos
(11) 93589-3609;04/01/1971;54;Outro;São Paulo;Limão;São Paulo;Bela Vista;São Paulo;República;Papelarias, Livrarias e Lojas de Escritório
(11) 97600-1868;20/03/1950;75;Masculino;Mendes das Pedras;Itaquera;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 99888-1678;08/09/1946;78;Feminino;São Paulo;República;São Paulo;Bela Vista;;;Farmácias e Drogarias
(41) 91861-2358;08/02/1947;78;Feminino;São Paulo;República;;;;;Calçados Confortáveis e Ortopédicos
(11) 97659-1952;20/12/1960;64;Masculino;São Paulo;Butantã;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 99100-8941;20/12/1956;68;Outro;São Paulo;Consolação;;;São Paulo;República;Restaurantes com comida caseira
(11) 98736-6733;02/12/2003;21;Masculino;São Paulo;Santana;São Paulo;República;;;Barbearias/Salões com estética jovem
(11) 95316-9195;13/05/1976;49;Feminino;São Paulo;Campo Limpo;São Paulo;Bela Vista;;;Restaurantes e Gastronomia
(11) 99175-2791;29/08/1996;28;Masculino;São Paulo;Pinheiros;;;São Paulo;Higienópolis;Lanchonetes e Fast-Food
(71) 99179-6411;03/07/1938;87;Feminino;Almeida;Consolação;São Paulo;Higienópolis;;;Calçados Confortáveis e Ortopédicos
(11) 95303-5437;19/05/1948;77;Outro;São Paulo;Tatuapé;;;São Paulo;República;Clínicas Médicas e Laboratórios
(11) 99088-1307;05/01/2006;19;Outro;São Paulo;Penha;;;São Paulo;Itaquera;Coworkings e Centros de Estudo/Conexão
(11) 97800-3896;10/08/1955;70;Feminino;São Paulo;Butantã;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 92028-7733;28/01/1980;45;Outro;São Paulo;Ipiranga;São Paulo;Bela Vista;;;Lojas de Móveis e Decoração
(11) 92287-8194;03/08/1983;42;Outro;São Paulo;Santo Amaro;São Paulo;Jabaquara;;;Papelarias, Livrarias e Lojas de Escritório
(11) 94696-8659;29/12/1952;72;Feminino;São Paulo;Sé;;;;;Supermercados de Bairro e Mercadinhos
(11) 92368-6282;13/08/1941;84;Masculino;São Paulo;Campo Limpo;São Paulo;Sé;;;Supermercados de Bairro e Mercadinhos
(11) 99796-1097;06/01/1969;56;Masculino;São Paulo;Campo Limpo;São Paulo;República;;;Clínicas de Saúde e Bem-estar
(11) 92681-9674;25/10/1957;67;Outro;São Paulo;Campo Limpo;São Paulo;Sé;;;Supermercados de Bairro e Mercadinhos
(11) 93610-3897;10/10/1959;65;Outro;São Paulo;Tatuapé;São Paulo;Consolação;São Paulo;Tucuruvi;Supermercados de Bairro e Mercadinhos
(11) 98413-3895;09/12/1996;28;Outro;São Paulo;Campo Limpo;São Paulo;Sé;;;Cinema e Streaming Experience Stores
(11) 91891-9583;28/12/1965;59;Outro;São Paulo;Santana;;;São Paulo;República;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97407-9739;27/10/1952;72;Outro;São Paulo;Santana;;;São Paulo;Tucuruvi;Farmácias e Drogarias
(11) 97798-2573;16/11/1976;48;Outro;São Paulo;Pinheiros;São Paulo;Sé;;;Supermercados e Mercados Express
(11) 97609-3759;25/04/1964;61;Outro;São Paulo;Perdizes;São Paulo;Bela Vista;São Paulo;República;Fisioterapia e Terapias Complementares
(11) 92730-6210;06/12/1973;51;Masculino;São Paulo;Vila Prudente;;;;;Lojas de Móveis e Decoração
(11) 97649-6688;19/04/2001;24;Outro;São Paulo;Tucuruvi;São Paulo;Lapa;;;Lojas de Eletrônicos e Games
(61) 99412-8998;26/10/1997;27;Masculino;Barbosa do Campo;Consolação;;;São Paulo;Penha;Lanchonetes e Fast-Food
(11) 91321-7344;13/03/1937;88;Outro;São Paulo;Butantã;São Paulo;Vila Prudente;;;Produtos Naturais e Fitoterápicos
(11) 92587-9778;13/08/1935;90;Masculino;São Paulo;Tatuapé;;;;;Farmácias e Drogarias
(11) 98160-7381;20/01/1954;71;Feminino;São Paulo;Ipiranga;São Paulo;Lapa;;;Fisioterapia e Terapias Complementares
(11) 91447-1095;13/02/1951;74;Feminino;São Paulo;Casa Verde;;;;;Restaurantes com comida caseira
(11) 99743-9134;30/06/1947;78;Masculino;São Paulo;Lapa;;;;;Clubes e Centros de Convivência
(11) 91087-5663;04/04/1958;67;Feminino;São Paulo;Butantã;;;;;Calçados Confortáveis e Ortopédicos
(11) 94974-1945;07/01/1960;65;Feminino;São Paulo;Higienópolis;São Paulo;Bela Vista;São Paulo;República;Calçados Confortáveis e Ortopédicos
(11) 94081-1071;29/09/1970;54;Outro;das Neves;Consolação;São Paulo;Santana;;;Farmácias e Drogarias
(11) 99936-6370;18/09/1969;55;Feminino;São Paulo;Campo Limpo;São Paulo;Bela Vista;;;Restaurantes e Gastronomia
(11) 91399-7271;02/12/1997;27;Masculino;São Paulo;Ipiranga;São Paulo;Consolação;;;Lojas de Eletrônicos e Games
(11) 97069-3294;20/08/1938;86;Outro;São Paulo;Itaquera;;;;;Supermercados de Bairro e Mercadinhos
(11) 93572-5143;21/07/1985;40;Feminino;São Paulo;Jabaquara;São Paulo;República;São Paulo;Consolação;Papelarias, Livrarias e Lojas de Escritório
(11) 92972-9693;19/12/1953;71;Outro;São Paulo;Ipiranga;São Paulo;Casa Verde;São Paulo;Bela Vista;Clubes e Centros de Convivência
(11) 91683-5503;18/12/1953;71;Outro;Vieira;República;São Paulo;Consolação;São Paulo;Limão;Restaurantes com comida caseira
(11) 93382-7269;13/08/1986;38;Outro;São Paulo;Lapa;São Paulo;Sé;;;Bancos, Agências e Correspondentes
(11) 93471-7056;15/07/1987;38;Masculino;São Paulo;Butantã;São Paulo;Butantã;;;Lojas de Móveis e Decoração
(11) 98191-2326;03/04/1967;58;Masculino;São Paulo;Sé;São Paulo;República;;;Restaurantes e Gastronomia
(11) 99768-2138;13/06/1994;31;Outro;São Paulo;Santo Amaro;São Paulo;Consolação;;;Bancos, Agências e Correspondentes
(41) 94194-2376;07/10/1977;47;Outro;São Paulo;Itaquera;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97892-2922;07/04/1967;58;Feminino;São Paulo;Pinheiros;São Paulo;Butantã;;;Bancos, Agências e Correspondentes
(11) 92766-9750;24/01/1996;29;Feminino;São Paulo;Lapa;São Paulo;Consolação;São Paulo;Santana;Lojas de Roupas e Sneakers
(11) 95607-3550;20/04/1954;71;Masculino;São Paulo;Casa Verde;;;;;Bancos e Casas Lotéricas
(11) 97333-1066;05/02/1935;90;Masculino;São Paulo;Butantã;;;;;Clubes e Centros de Convivência
(11) 91094-1397;10/12/1942;82;Feminino;São Paulo;Pinheiros;;;;;Restaurantes com comida caseira
(11) 98656-1657;21/11/1977;47;Feminino;São Paulo;Vila Prudente;São Paulo;República;;;Postos de Combustível e Serviços Automotivos
(11) 97989-4318;12/06/1980;45;Feminino;São Paulo;Penha;São Paulo;Lapa;;;Postos de Combustível e Serviços Automotivos
(11) 93412-4297;22/02/1953;72;Masculino;São Paulo;Consolação;São Paulo;Higienópolis;;;Fisioterapia e Terapias Complementares
(11) 95826-8604;11/12/1965;59;Feminino;São Paulo;Jabaquara;São Paulo;Sé;São Paulo;Higienópolis;Lojas de Móveis e Decoração
(11) 97615-8543;23/10/1956;68;Outro;Fogaça;Santana;São Paulo;Limão;;;Fisioterapia e Terapias Complementares
(11) 91225-7199;08/10/1968;56;Feminino;São Paulo;Ipiranga;;;;;Restaurantes e Gastronomia
(11) 91769-6104;16/10/1943;81;Outro;São Paulo;Penha;São Paulo;Limão;;;Farmácias e Drogarias
(11) 92230-8366;03/04/1958;67;Outro;São Paulo;Perdizes;São Paulo;Limão;;;Clubes e Centros de Convivência
(11) 93020-1676;08/01/1990;35;Outro;São Paulo;Tucuruvi;São Paulo;Casa Verde;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 99695-8471;30/12/1990;34;Outro;São Paulo;Limão;;;;;Bancos, Agências e Correspondentes
(11) 96215-9834;23/11/1969;55;Feminino;Rezende;Jabaquara;;;;;Lojas de Móveis e Decoração
(11) 92637-4547;17/10/1967;57;Masculino;São Paulo;Ipiranga;;;;;Lojas de Móveis e Decoração
(11) 97799-5876;29/09/1936;88;Masculino;São Paulo;Perdizes;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 91398-9703;30/01/1948;77;Feminino;São Paulo;Bela Vista;;;São Paulo;República;Bancos e Casas Lotéricas
(11) 93076-7852;17/03/1994;31;Outro;São Paulo;Ipiranga;São Paulo;Bela Vista;;;Clínicas de Saúde e Bem-estar
(11) 92612-4849;08/01/1981;44;Outro;São Paulo;Tucuruvi;;;São Paulo;Bela Vista;Lojas de Roupas e Calçados
(11) 97352-3253;19/05/1969;56;Feminino;São Paulo;Butantã;São Paulo;Tucuruvi;São Paulo;Higienópolis;Restaurantes e Gastronomia
(11) 91639-6764;15/08/1992;32;Outro;São Paulo;Campo Limpo;São Paulo;Higienópolis;;;Supermercados e Mercados Express
(61) 99533-5493;29/09/1957;67;Outro;Carvalho;Limão;;;;;Calçados Confortáveis e Ortopédicos
(11) 95821-7656;23/08/1981;43;Feminino;São Paulo;Butantã;;;;;Clínicas de Saúde e Bem-estar
(11) 96618-3051;22/07/1941;84;Feminino;Carvalho da Serra;Tatuapé;São Paulo;Sé;;;Clínicas Médicas e Laboratórios
(11) 91898-8589;08/09/1944;80;Masculino;São Paulo;Santo Amaro;São Paulo;Sé;;;Supermercados de Bairro e Mercadinhos
(11) 95256-2707;14/10/1964;60;Masculino;São Paulo;Jabaquara;;;;;Produtos Naturais e Fitoterápicos
(11) 99807-9611;03/05/1976;49;Masculino;Santos;Butantã;São Paulo;Higienópolis;;;Papelarias, Livrarias e Lojas de Escritório
(11) 93258-3541;06/05/2006;19;Feminino;São Paulo;Limão;São Paulo;Sé;São Paulo;Sé;Cafeterias e Bistrôs Modernos
(11) 96904-7577;12/03/1972;53;Feminino;São Paulo;Perdizes;São Paulo;República;São Paulo;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 93636-7724;28/08/1962;62;Masculino;São Paulo;Perdizes;São Paulo;Santana;São Paulo;Sé;Restaurantes com comida caseira
(11) 97395-1595;29/08/1962;62;Outro;São Paulo;República;São Paulo;Santana;São Paulo;Sé;Restaurantes com comida caseira
(11) 96293-6061;16/03/1999;26;Feminino;da Cruz de Caldeira;Casa Verde;São Paulo;Higienópolis;;;Barbearias/Salões com estética jovem
(11) 99043-5884;27/06/1961;64;Outro;São Paulo;Bela Vista;;;;;Clínicas Médicas e Laboratórios
(11) 99297-8499;12/08/1970;54;Outro;Caldeira;Tucuruvi;São Paulo;Tucuruvi;São Paulo;Sé;Clínicas de Saúde e Bem-estar
(11) 97551-2736;20/12/1959;65;Masculino;São Paulo;Consolação;;;;;Restaurantes com comida caseira
(11) 92076-2932;14/03/1973;52;Feminino;São Paulo;Limão;São Paulo;Bela Vista;;;Lojas de Móveis e Decoração
(11) 93419-8510;10/09/2008;16;Feminino;Cardoso da Praia;Limão;São Paulo;Penha;;;Barbearias/Salões com estética jovem
(11) 98062-6834;11/02/1967;58;Masculino;São Paulo;Tucuruvi;São Paulo;Penha;São Paulo;Pinheiros;Restaurantes e Gastronomia
(11) 96773-4149;13/06/1984;41;Outro;São Paulo;Pinheiros;São Paulo;República;;;Postos de Combustível e Serviços Automotivos
(11) 96184-4068;26/10/1963;61;Masculino;São Paulo;República;;;;;Clínicas Médicas e Laboratórios
(71) 93698-4742;26/11/1984;40;Masculino;São Paulo;Sé;São Paulo;Jabaquara;São Paulo;Tucuruvi;Papelarias, Livrarias e Lojas de Escritório
(61) 95575-5831;15/11/1974;50;Outro;São Paulo;Casa Verde;São Paulo;Tucuruvi;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 98480-9606;29/03/1959;66;Feminino;Porto;Campo Limpo;;;;;Farmácias e Drogarias
(11) 98740-8445;27/07/1955;70;Masculino;São Paulo;Perdizes;;;;;Fisioterapia e Terapias Complementares
(11) 99354-4458;22/07/1981;44;Outro;São Paulo;Sé;São Paulo;Sé;;;Farmácias e Drogarias
(11) 98246-5777;25/02/1957;68;Feminino;Almeida de Correia;Butantã;São Paulo;Consolação;São Paulo;Tucuruvi;Supermercados de Bairro e Mercadinhos
(11) 93074-7941;05/10/1995;29;Feminino;São Paulo;Butantã;São Paulo;Tucuruvi;São Paulo;Bela Vista;Academias e Studios Fitness
(11) 98693-2451;30/10/1958;66;Feminino;São Paulo;Ipiranga;;;São Paulo;Casa Verde;Restaurantes com comida caseira
(11) 92916-3414;10/03/1950;75;Masculino;São Paulo;Limão;São Paulo;Limão;;;Produtos Naturais e Fitoterápicos
(11) 97789-4546;15/05/2002;23;Masculino;Nunes;Casa Verde;São Paulo;Casa Verde;São Paulo;Campo Limpo;Academias e Studios Fitness
(11) 98742-4428;16/06/1945;80;Outro;São Paulo;Sé;São Paulo;Bela Vista;;;Clínicas Médicas e Laboratórios
(11) 93493-2550;07/11/1954;70;Outro;São Paulo;Itaquera;São Paulo;Tucuruvi;;;Clubes e Centros de Convivência
(11) 91954-7060;25/11/2001;23;Masculino;São Paulo;Butantã;São Paulo;Santana;;;Lojas de Roupas e Sneakers
(11) 94560-4039;20/12/1979;45;Feminino;São Paulo;Limão;;;;;Bancos, Agências e Correspondentes
(11) 96483-8422;29/06/1976;49;Masculino;São Paulo;Campo Limpo;;;São Paulo;Santana;Lojas de Roupas e Calçados
(11) 94958-8224;23/06/2009;16;Outro;Costa Paulista;Campo Limpo;São Paulo;Consolação;;;Espaços Culturais e de Experiência Interativa
(11) 94197-7370;07/12/2003;21;Outro;São Paulo;Ipiranga;São Paulo;Bela Vista;;;Espaços Culturais e de Experiência Interativa
(11) 94678-9305;02/06/1935;90;Feminino;São Paulo;Lapa;São Paulo;Consolação;;;Farmácias e Drogarias
(11) 96765-2714;25/08/1966;58;Feminino;São Paulo;Lapa;São Paulo;República;;;Postos de Combustível e Serviços Automotivos
(11) 99095-2619;03/07/1937;88;Feminino;São Paulo;Casa Verde;São Paulo;Sé;;;Bancos e Casas Lotéricas
(11) 94492-5894;16/06/1987;38;Feminino;São Paulo;Vila Prudente;;;;;Lojas de Móveis e Decoração
(11) 98615-7217;27/06/1994;31;Feminino;São Paulo;Higienópolis;São Paulo;Bela Vista;;;Restaurantes e Gastronomia
(11) 97949-6041;01/01/1981;44;Outro;São Paulo;Lapa;São Paulo;Vila Prudente;São Paulo;Bela Vista;Restaurantes e Gastronomia
(31) 99400-1875;02/10/1967;57;Outro;São Paulo;Tucuruvi;São Paulo;Casa Verde;;;Lojas de Roupas e Calçados
(11) 97276-4411;25/10/2007;17;Masculino;São Paulo;Jabaquara;;;;;Lojas de Roupas e Sneakers
(11) 99158-5701;22/03/2003;22;Outro;São Paulo;Vila Prudente;;;São Paulo;Ipiranga;Academias e Studios Fitness
(11) 92256-6700;31/03/1944;81;Masculino;São Paulo;Tucuruvi;São Paulo;Bela Vista;;;Clubes e Centros de Convivência
(11) 92589-6086;19/04/1991;34;Outro;São Paulo;Perdizes;;;;;Farmácias e Drogarias
(11) 97153-5426;02/07/1996;29;Feminino;Silveira;Lapa;;;;;Barbearias/Salões com estética jovem
(11) 95304-4317;07/03/1988;37;Outro;São Paulo;Lapa;;;;;Restaurantes e Gastronomia
(11) 98319-2219;17/07/1991;34;Feminino;São Paulo;Casa Verde;;;;;Clínicas de Saúde e Bem-estar
(11) 98285-1963;21/05/1976;49;Feminino;São Paulo;Pinheiros;São Paulo;Bela Vista;;;Bancos, Agências e Correspondentes
(11) 99704-8119;04/04/1970;55;Feminino;São Paulo;Bela Vista;São Paulo;República;São Paulo;Limão;Lojas de Móveis e Decoração
(21) 97687-7593;01/02/1975;50;Outro;São Paulo;Vila Prudente;;;;;Clínicas de Saúde e Bem-estar
(11) 95428-4843;19/03/1958;67;Feminino;Cardoso da Serra;República;São Paulo;República;;;Restaurantes com comida caseira
(11) 98560-7064;21/02/2004;21;Feminino;São Paulo;Vila Prudente;São Paulo;Consolação;;;Espaços Culturais e de Experiência Interativa
(11) 98859-5929;04/03/1936;89;Masculino;São Paulo;Itaquera;São Paulo;Higienópolis;São Paulo;Tucuruvi;Bancos e Casas Lotéricas
(11) 95865-7983;28/03/1950;75;Outro;São Paulo;Tatuapé;;;;;Restaurantes com comida caseira
(11) 97147-6479;31/03/1952;73;Masculino;São Paulo;Jabaquara;São Paulo;Tatuapé;;;Igrejas e Lojas de Artigos Religiosos
(11) 91001-9040;29/06/1982;43;Outro;São Paulo;Perdizes;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 97190-2825;23/10/1963;61;Feminino;São Paulo;Campo Limpo;São Paulo;Vila Prudente;;;Restaurantes com comida caseira
(11) 94608-8101;16/03/1973;52;Feminino;São Paulo;Lapa;São Paulo;Sé;;;Papelarias, Livrarias e Lojas de Escritório
(11) 98688-8259;08/06/1943;82;Outro;São Paulo;Tucuruvi;São Paulo;República;;;Farmácias e Drogarias
(11) 97344-1797;11/09/1946;78;Outro;São Paulo;Butantã;São Paulo;Consolação;São Paulo;Itaquera;Farmácias e Drogarias
(11) 99029-9864;29/06/1963;62;Outro;São Paulo;Campo Limpo;São Paulo;Higienópolis;;;Clínicas Médicas e Laboratórios
(11) 94551-8459;23/09/1998;26;Feminino;São Paulo;Ipiranga;;;;;Barbearias/Salões com estética jovem
(61) 95155-9228;29/04/1948;77;Masculino;Ramos de Minas;Casa Verde;São Paulo;Santana;;;Clubes e Centros de Convivência
(11) 96315-5216;18/03/1937;88;Feminino;São Paulo;Lapa;;;São Paulo;Itaquera;Bancos e Casas Lotéricas
(11) 93480-2439;26/02/1974;51;Masculino;São Paulo;Vila Prudente;São Paulo;Santana;São Paulo;Higienópolis;Restaurantes e Gastronomia
(61) 96055-2950;12/11/2005;19;Outro;São Paulo;República;São Paulo;Higienópolis;São Paulo;Tucuruvi;Cafeterias e Bistrôs Modernos
(11) 97689-4863;03/06/1966;59;Feminino;Cardoso;República;;;São Paulo;Santana;Clínicas de Saúde e Bem-estar
(11) 92221-4953;26/07/1976;49;Feminino;São Paulo;Bela Vista;São Paulo;Santo Amaro;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 95288-1982;22/06/1989;36;Feminino;São Paulo;Pinheiros;São Paulo;Consolação;;;Restaurantes e Gastronomia
(11) 92525-2190;11/02/1973;52;Outro;Pereira das Flores;Santana;São Paulo;Tatuapé;São Paulo;Sé;Supermercados e Mercados Express
(11) 99562-2189;22/12/1938;86;Feminino;São Paulo;República;São Paulo;Limão;São Paulo;Sé;Clínicas Médicas e Laboratórios
(11) 95559-3673;25/12/1987;37;Masculino;São Paulo;Campo Limpo;São Paulo;Butantã;;;Clínicas de Saúde e Bem-estar
(11) 95589-1190;24/08/1946;78;Feminino;São Paulo;Campo Limpo;São Paulo;Casa Verde;;;Clínicas Médicas e Laboratórios
(11) 91110-1548;18/02/1976;49;Masculino;São Paulo;República;São Paulo;Limão;São Paulo;Higienópolis;Papelarias, Livrarias e Lojas de Escritório
(11) 93495-6080;30/12/1975;49;Outro;São Paulo;Jabaquara;São Paulo;Santana;;;Papelarias, Livrarias e Lojas de Escritório
(41) 99291-4471;15/06/1984;41;Masculino;Sales;República;São Paulo;Bela Vista;São Paulo;Vila Prudente;Bancos, Agências e Correspondentes
(11) 93193-3374;13/02/1999;26;Feminino;Rezende;Campo Limpo;;;;;Lojas de Moda Urbana e Alternativa
(11) 96012-3710;18/04/1968;57;Feminino;São Paulo;Casa Verde;;;;;Clínicas de Saúde e Bem-estar
(11) 95558-5195;12/03/1960;65;Outro;São Paulo;República;São Paulo;Santana;São Paulo;Casa Verde;Clubes e Centros de Convivência
(11) 95529-2632;21/04/1962;63;Outro;Duarte de Goiás;Sé;São Paulo;República;;;Bancos e Casas Lotéricas
(11) 94355-8709;17/08/1945;79;Feminino;São Paulo;Tucuruvi;;;São Paulo;Consolação;Calçados Confortáveis e Ortopédicos
