numero_celular;data_captura;tipo_cupom;tipo_loja;local_captura;latitude;longitude;nome_loja;endereco_loja;valor_compra;valor_cupom
(11) 93046-2255;19/07/2025;Produto;restaurante;Estação Consolação;-23.555.746.140.547.400;-4.666.147.599.899.730;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;395,81;17,08
(11) 91182-3627;29/07/2025;Cashback;vestuário;Calçada aleatória;-23.564.008.941.134.500;-4.664.984.262.459.500;Smart Fit;Av. Paulista, 2006;499,5;24,98
(11) 94584-8541;27/07/2025;Desconto;farmácia;Semáforo;-23.562.100.820.008.900;-4.665.391.935.851.960;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;111,34;49,74
(11) 92495-1465;16/07/2025;Desconto;eletrodoméstico;MASP;-2.356.186.716.381.510;-4.665.608.733.528.840;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;803,7;114,95
(11) 96825-4858;22/07/2025;Desconto;outros;Estação Consolação;-23.555.974.103.353.000;-4.666.173.031.700.990;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;512,98;142,82
(11) 98743-8447;13/07/2025;Desconto;restaurante;Calçada aleatória;-23.564.277.953.976.400;-46.650.160.063.087.700;Subway;Av. Paulista, 2026;570,25;136,55
(11) 98743-7755;27/07/2025;Cashback;vestuário;Parque Trianon;-2.356.446.632.421.870;-4.665.683.438.985.700;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;493,34;24,67
(11) 99067-1701;13/07/2025;Cashback;eletrodoméstico;Semáforo;-23.562.024.754.055.600;-4.665.451.156.228.230;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;481,23;24,06
(11) 92622-2107;04/07/2025;Produto;restaurante;MASP;-23.561.664.448.973.100;-4.665.578.001.957.170;Ponto Frio;Rua da Consolação, 2303;708,79;40,47
(11) 92109-4856;20/07/2025;Cashback;vestuário;Calçada aleatória;-23.564.162.906.583.900;-4.665.020.908.243.800;Havaianas;Av. Paulista, 2439;435,72;21,79
(11) 95056-3130;20/07/2025;Cashback;mercado express;Semáforo;-23.562.022.377.803.100;-4.665.389.692.073.940;Riachuelo;Av. Paulista, 2277;348,04;17,4
(11) 96878-6766;05/07/2025;Cashback;eletrodoméstico;Semáforo;-23.562.430.905.737.100;-4.665.383.496.145.560;Riachuelo;Av. Paulista, 2277;247,07;12,35
(11) 91439-3581;19/07/2025;Cashback;farmácia;MASP;-23.561.654.087.984.400;-4.665.588.637.839.040;Pão de Açúcar;Rua Pamplona, 1704;549,89;27,49
(11) 91870-7734;04/07/2025;Produto;eletrodoméstico;Calçada aleatória;-23.564.010.626.042.200;-4.665.015.811.983.540;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;991,29;33,73
(11) 97972-4850;15/07/2025;Cashback;outros;Calçada aleatória;-2.356.430.709.792.380;-4.665.008.570.596.440;Ponto Frio;Rua da Consolação, 2303;308,25;15,41
(11) 98215-9037;06/07/2025;Produto;outros;Shopping Cidade São Paulo;-2.356.266.940.090.720;-4.665.271.150.250.910;Subway;Av. Paulista, 2026;561,13;24,52
(11) 98815-1663;06/07/2025;Cashback;eletrodoméstico;Shopping Cidade São Paulo;-2.356.264.930.609.420;-46.652.380.916.351.300;Kalunga;Rua Augusta, 2220;137,19;6,86
(11) 96649-6391;27/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.563.989.388.574.800;-46.650.326.013.243.400;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;547,18;27,36
(11) 97693-3557;13/07/2025;Produto;eletrodoméstico;MASP;-23.561.645.380.825.000;-46.656.031.872.895.000;Drogaria São Paulo;Av. Paulista, 1230;958,1;33,17
(11) 98093-9739;20/07/2025;Cashback;vestuário;Shopping Cidade São Paulo;-23.563.470.708.491.200;-46.652.365.675.387.200;Kalunga;Rua Augusta, 2220;331,11;16,56
(11) 91302-8650;03/07/2025;Produto;farmácia;Semáforo;-23.562.122.104.767.500;-4.665.344.476.565.720;Drogaria São Paulo;Av. Paulista, 1230;977,28;39,67
(11) 94490-9386;20/07/2025;Cashback;esportivo;Shopping Pátio Paulista;-23.570.898.792.255.700;-4.664.562.019.284.490;Kalunga;Rua Augusta, 2220;965,53;48,28
(11) 99327-7233;30/07/2025;Cashback;móveis;Semáforo;-2.356.192.564.611.540;-466.543.210.961.646;Kalunga;Rua Augusta, 2220;562,32;28,12
(11) 98974-2840;13/07/2025;Produto;esportivo;Calçada aleatória;-23.563.793.951.751.300;-4.665.011.949.810.380;Kalunga;Rua Augusta, 2220;344,39;4,15
(11) 94857-5804;19/07/2025;Cashback;vestuário;Parque Trianon;-23.564.759.716.895.400;-4.665.680.104.511.630;Kalunga;Rua Augusta, 2220;349,17;17,46
(21) 95510-6520;20/07/2025;Cashback;restaurante;Semáforo;-23.562.335.082.265.200;-4.665.431.433.248.380;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;874,51;43,73
(11) 99729-7248;26/07/2025;Cashback;farmácia;Semáforo;-23.561.793.629.375.100;-4.665.410.414.844.470;Ponto Frio;Rua da Consolação, 2303;372,61;18,63
(11) 92697-6310;31/07/2025;Cashback;vestuário;Parque Trianon;-23.563.736.668.354.800;-4.665.663.595.017.130;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;572,46;28,62
(11) 91084-2596;05/07/2025;Desconto;mercado express;Shopping Cidade São Paulo;-23.563.350.478.538.000;-4.665.206.502.125.120;Havaianas;Av. Paulista, 2439;438,3;92,83
(11) 98696-7648;14/07/2025;Desconto;esportivo;Parque Trianon;-2.356.423.863.824.040;-4.665.632.906.522.480;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;650,54;86,22
(11) 95805-2158;19/07/2025;Produto;móveis;Parque Trianon;-23.564.219.887.101.300;-4.665.669.117.376.770;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;253,86;8,69
(11) 99511-7293;13/07/2025;Produto;outros;Parque Trianon;-23.563.758.862.992.200;-46.656.904.173.653.300;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;479,4;6,23
(11) 91995-1951;21/07/2025;Produto;mercado express;Calçada aleatória;-23.564.201.162.948.400;-4.665.004.541.924.750;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;513,44;7,51
(11) 99580-7727;20/07/2025;Produto;mercado express;MASP;-23.562.060.076.433.800;-4.665.581.367.398.840;Riachuelo;Av. Paulista, 2277;247,73;7,3
(11) 97657-3458;12/07/2025;Cashback;eletrodoméstico;Estação Consolação;-2.355.566.611.540.060;-4.666.157.795.017.420;Lojas Americanas;Av. Paulista, 2300;228,95;11,45
(11) 97987-2328;05/07/2025;Produto;eletrodoméstico;Shopping Pátio Paulista;-23.571.440.991.851.300;-4.664.603.069.093.350;Drogaria São Paulo;Av. Paulista, 1230;166,48;9,29
(11) 97648-3325;12/07/2025;Cashback;eletrodoméstico;Shopping Pátio Paulista;-23.570.773.427.294.800;-46.645.563.502.320.000;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;267,27;13,36
(11) 95308-4376;20/07/2025;Desconto;farmácia;Semáforo;-2.356.191.319.832.830;-46.654.051.067.137.500;Ponto Frio;Rua da Consolação, 2303;389,21;60,17
(11) 95505-7631;27/07/2025;Produto;vestuário;MASP;-2.356.122.342.633.900;-4.665.618.887.271.250;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;669,82;33,5
(11) 93100-4550;05/07/2025;Produto;eletrodoméstico;MASP;-2.356.123.092.949.820;-46.655.738.577.368.500;Subway;Av. Paulista, 2026;622,28;31,61
(11) 93345-6640;13/07/2025;Produto;restaurante;Semáforo;-2.356.188.673.358.010;-4.665.405.461.212.930;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;822,79;9,65
(61) 92669-7104;15/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-2.356.345.077.685.250;-4.664.985.204.129.340;Subway;Av. Paulista, 2026;590,44;241,13
(11) 93494-4821;05/07/2025;Desconto;mercado express;MASP;-23.561.704.500.758.900;-4.665.580.650.835.720;Drogaria São Paulo;Av. Paulista, 1230;243,64;56,05
(11) 93303-4126;27/07/2025;Produto;móveis;Calçada aleatória;-2.356.377.425.498.680;-4.665.017.643.257.960;Subway;Av. Paulista, 2026;616,16;20,04
(11) 95350-1126;12/07/2025;Produto;eletrodoméstico;Semáforo;-2.356.167.321.832.590;-4.665.388.538.988.820;Drogaria São Paulo;Av. Paulista, 1230;845,16;39,05
(61) 91693-8769;30/07/2025;Cashback;restaurante;Calçada aleatória;-235.647.027.435.013;-466.499.100.984.068;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;386,26;19,31
(11) 98194-9313;19/07/2025;Desconto;esportivo;Shopping Pátio Paulista;-23.570.670.808.746.300;-4.664.548.984.605.560;Drogaria São Paulo;Av. Paulista, 1230;180,77;61,85
(11) 93304-5191;06/07/2025;Produto;mercado express;MASP;-23.561.130.735.547.900;-4.665.582.245.138.580;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;264,89;9,49
(11) 97371-2600;05/07/2025;Produto;eletrodoméstico;Calçada aleatória;-23.563.500.424.329.800;-4.665.005.361.206.530;Havaianas;Av. Paulista, 2439;525,71;15,1
(11) 98074-5807;12/07/2025;Cashback;vestuário;MASP;-23.561.226.554.653.000;-4.665.563.951.722.790;Kalunga;Rua Augusta, 2220;321,23;16,06
(11) 95834-5314;13/07/2025;Produto;eletrodoméstico;Semáforo;-2.356.202.920.379.060;-4.665.376.636.770.760;Subway;Av. Paulista, 2026;422,56;15,63
(11) 94220-7813;13/07/2025;Produto;esportivo;Semáforo;-2.356.217.840.189.610;-4.665.412.677.052.570;Ponto Frio;Rua da Consolação, 2303;253,52;8,61
(11) 99655-2469;04/07/2025;Desconto;eletrodoméstico;MASP;-235.618.077.466.071;-4.665.580.857.726.500;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;700,85;291,08
(11) 92698-6270;13/07/2025;Produto;móveis;Semáforo;-23.561.902.424.497.200;-46.653.646.221.052.400;Pão de Açúcar;Rua Pamplona, 1704;473,37;15,84
(11) 96156-8968;12/07/2025;Produto;mercado express;MASP;-23.561.176.657.998.600;-46.655.966.438.666.900;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;579,87;30,29
(11) 91830-4259;14/07/2025;Desconto;farmácia;Shopping Cidade São Paulo;-235.635.104.539.062;-4.665.217.314.487.920;Pão de Açúcar;Rua Pamplona, 1704;592,99;187,47
(61) 97430-8603;14/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.563.666.774.048.200;-4.664.977.344.450.780;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;833,93;41,7
(11) 98678-9273;26/07/2025;Produto;móveis;Parque Trianon;-23.563.686.656.742.500;-4.665.706.256.685.930;Subway;Av. Paulista, 2026;173,65;7,36
(11) 93130-8739;19/07/2025;Cashback;móveis;Estação Consolação;-23.555.910.985.690.400;-4.666.183.907.040.560;Smart Fit;Av. Paulista, 2006;310,84;15,54
(11) 93624-4775;12/07/2025;Produto;eletrodoméstico;Shopping Pátio Paulista;-23.570.565.768.939.900;-4.664.567.457.723.870;Lojas Americanas;Av. Paulista, 2300;331,68;7,7
(11) 93835-9112;20/07/2025;Produto;restaurante;Semáforo;-2.356.193.799.671.140;-4.665.403.878.923.710;Pão de Açúcar;Rua Pamplona, 1704;362,51;21,54
(11) 95411-2538;19/07/2025;Produto;restaurante;Semáforo;-2.356.204.008.831.890;-466.542.330.082.159;Renner;Av. Paulista, 2230;258,54;5,93
(11) 94059-8191;19/07/2025;Desconto;eletrodoméstico;MASP;-23.561.131.514.295.900;-4.665.585.804.458.130;Ponto Frio;Rua da Consolação, 2303;913,23;250,5
(11) 96035-4565;05/07/2025;Produto;vestuário;MASP;-23.561.466.333.180.200;-4.665.610.522.877.590;Riachuelo;Av. Paulista, 2277;390,75;13,82
(11) 92413-8308;06/07/2025;Desconto;móveis;Shopping Pátio Paulista;-23.570.948.573.933.100;-4.664.525.861.074.220;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;473,02;148,18
(11) 94101-4493;13/07/2025;Desconto;eletrodoméstico;Estação Consolação;-2.355.560.460.838.750;-4.666.210.517.535.270;Havaianas;Av. Paulista, 2439;163,4;25,28
(11) 93662-9910;13/07/2025;Desconto;outros;Shopping Cidade São Paulo;-23.562.928.057.309.700;-46.652.026.255.648.900;Havaianas;Av. Paulista, 2439;583,08;117,99
(11) 97495-1561;20/07/2025;Desconto;farmácia;Shopping Pátio Paulista;-2.357.051.168.716.330;-4.664.517.156.673.120;Drogaria São Paulo;Av. Paulista, 1230;965,88;372,49
(11) 98197-5313;06/07/2025;Desconto;outros;Shopping Cidade São Paulo;-23.563.091.984.107.300;-4.665.272.804.705.830;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;717,17;286,91
(31) 97151-9206;23/07/2025;Desconto;móveis;Parque Trianon;-23.563.902.449.299.600;-4.665.692.553.080.940;Pão de Açúcar;Rua Pamplona, 1704;567,57;182,59
(11) 94122-8268;06/07/2025;Desconto;eletrodoméstico;Shopping Cidade São Paulo;-23.563.337.989.054.600;-4.665.213.093.234.890;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;156,27;35,55
(11) 94888-6332;01/07/2025;Produto;esportivo;Estação Consolação;-2.355.627.129.957.980;-4.666.132.082.995.170;Pão de Açúcar;Rua Pamplona, 1704;880,41;20,82
(11) 97453-5449;12/07/2025;Desconto;outros;Parque Trianon;-23.564.275.436.511.000;-4.665.729.448.383.750;Riachuelo;Av. Paulista, 2277;831,32;106,44
(11) 95311-5313;20/07/2025;Cashback;restaurante;Calçada aleatória;-2.356.403.414.743.160;-4.664.987.010.812.150;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;440,22;22,01
(11) 94932-2316;01/07/2025;Produto;móveis;Estação Consolação;-2.355.572.182.278.090;-46.661.840.797.749.700;Riachuelo;Av. Paulista, 2277;291,73;6,61
(11) 97175-3959;05/07/2025;Produto;outros;Shopping Cidade São Paulo;-2.356.330.882.678.730;-46.652.642.912.704.200;Ponto Frio;Rua da Consolação, 2303;255,08;12,74
(11) 91941-6513;27/07/2025;Desconto;esportivo;Estação Consolação;-2.355.583.840.397.040;-4.666.129.549.363.560;Smart Fit;Av. Paulista, 2006;624,92;105,32
(11) 98496-8922;19/07/2025;Produto;farmácia;Estação Consolação;-23.555.772.278.881.200;-4.666.136.017.572.350;Drogaria São Paulo;Av. Paulista, 1230;704,67;15,75
(11) 98669-2420;16/07/2025;Cashback;farmácia;Calçada aleatória;-23.563.563.379.598.600;-4.665.017.640.555.570;Lojas Americanas;Av. Paulista, 2300;116,97;5,85
(71) 96714-9668;06/07/2025;Desconto;móveis;Semáforo;-2.356.205.597.197.590;-4.665.334.864.214.160;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;359,48;171,54
(11) 99458-9265;12/07/2025;Cashback;esportivo;Calçada aleatória;-23.563.566.696.976.400;-4.665.050.172.135.770;Kalunga;Rua Augusta, 2220;667,52;33,38
(11) 97748-6234;26/07/2025;Desconto;outros;Calçada aleatória;-23.563.883.855.505.100;-46.649.999.832.002.200;Pão de Açúcar;Rua Pamplona, 1704;609,79;160,84
(11) 96609-9429;12/07/2025;Cashback;restaurante;Shopping Pátio Paulista;-23.570.301.064.066.700;-46.645.874.493.630.200;Riachuelo;Av. Paulista, 2277;705,32;35,27
(11) 96641-1671;20/07/2025;Desconto;outros;MASP;-23.561.665.882.511.600;-4.665.608.382.121.450;Pão de Açúcar;Rua Pamplona, 1704;923,26;280,38
(11) 93141-3003;12/07/2025;Desconto;restaurante;Calçada aleatória;-23.564.171.578.563.800;-4.664.975.540.274.990;Drogaria São Paulo;Av. Paulista, 1230;223,77;41,05
(11) 91329-9070;06/07/2025;Desconto;restaurante;MASP;-23.561.768.360.351.900;-4.665.606.778.416.990;Kalunga;Rua Augusta, 2220;293,1;40,65
(11) 96080-3829;04/07/2025;Desconto;vestuário;Semáforo;-2.356.253.670.371.710;-4.665.369.786.465.290;Kalunga;Rua Augusta, 2220;217,6;55,86
(11) 95303-7378;14/07/2025;Desconto;vestuário;Estação Consolação;-2.355.538.969.097.010;-46.661.716.122.029.200;Smart Fit;Av. Paulista, 2006;144,54;28,73
(11) 97671-5652;30/07/2025;Produto;móveis;MASP;-23.561.503.384.809.400;-4.665.574.503.342.930;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;572,25;23,13
(11) 98976-8225;26/07/2025;Cashback;farmácia;MASP;-23.560.971.655.397.700;-4.665.575.841.677.570;Pão de Açúcar;Rua Pamplona, 1704;739,72;36,99
(11) 99715-4560;12/07/2025;Desconto;vestuário;Calçada aleatória;-23.564.209.262.582.700;-4.665.048.564.677.150;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;832,68;318,51
(11) 99398-6812;06/07/2025;Cashback;esportivo;Shopping Cidade São Paulo;-235.634.915.378.788;-4.665.228.103.416.490;Havaianas;Av. Paulista, 2439;424,36;21,22
(11) 91134-1225;27/07/2025;Desconto;eletrodoméstico;Estação Consolação;-2.355.596.759.825.690;-466.615.595.096.882;Havaianas;Av. Paulista, 2439;216,37;25,89
(11) 94356-7557;20/07/2025;Desconto;eletrodoméstico;Parque Trianon;-23.564.177.877.204.800;-4.665.731.644.392.930;Riachuelo;Av. Paulista, 2277;710,51;241,43
(11) 99707-6717;26/07/2025;Cashback;vestuário;MASP;-23.561.767.109.489.400;-4.665.541.229.364.710;Drogaria São Paulo;Av. Paulista, 1230;295,78;14,79
(11) 95793-3324;17/07/2025;Cashback;móveis;MASP;-23.561.147.303.675.200;-46.655.361.844.614.400;Havaianas;Av. Paulista, 2439;299,32;14,97
(11) 93981-7509;21/07/2025;Produto;esportivo;Calçada aleatória;-23.563.838.014.729.700;-46.650.128.997.422.500;Subway;Av. Paulista, 2026;686,34;10,2
(11) 97526-4983;19/07/2025;Produto;eletrodoméstico;Semáforo;-23.561.602.997.723.200;-4.665.400.992.040.040;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;289,08;14,31
(11) 98007-5829;20/07/2025;Desconto;esportivo;Calçada aleatória;-23.563.933.747.468.900;-4.665.001.284.731.370;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;787,33;107,45
(31) 95849-7684;27/07/2025;Cashback;vestuário;Calçada aleatória;-23.564.884.071.265.700;-4.664.951.857.949.630;Lojas Americanas;Av. Paulista, 2300;353,59;17,68
(11) 94690-6715;22/07/2025;Desconto;vestuário;Semáforo;-23.561.852.698.816.200;-46.653.901.053.081.700;Riachuelo;Av. Paulista, 2277;776,58;226,4
(11) 91344-4176;20/07/2025;Produto;eletrodoméstico;Semáforo;-23.562.018.532.818.600;-46.653.950.971.653.800;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;177,1;9,37
(11) 94279-1288;27/07/2025;Desconto;farmácia;MASP;-23.561.593.183.680.700;-46.655.696.026.194.300;Kalunga;Rua Augusta, 2220;777,89;156,19
(11) 95771-8676;19/07/2025;Desconto;farmácia;Estação Consolação;-23.556.163.129.503.300;-4.666.156.217.947.020;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;646,7;224,65
(11) 96772-2330;19/07/2025;Cashback;outros;Calçada aleatória;-2.356.383.152.795.880;-4.665.005.960.074.010;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;582,51;29,13
(11) 94210-2083;06/07/2025;Produto;restaurante;Shopping Cidade São Paulo;-23.563.045.739.662.200;-46.652.600.400.317.600;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;228,72;12,76
(11) 98193-6174;06/07/2025;Cashback;outros;MASP;-23.561.703.748.031.200;-46.655.809.984.863.600;Pão de Açúcar;Rua Pamplona, 1704;891,68;44,58
(11) 97842-8937;26/07/2025;Desconto;vestuário;MASP;-23.561.210.435.103.600;-4.665.644.345.969.660;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;271,54;64,5
(11) 95244-1903;26/07/2025;Cashback;móveis;Calçada aleatória;-23.563.843.393.809.400;-4.665.016.296.045.010;Kalunga;Rua Augusta, 2220;738,46;36,92
(11) 96345-5195;19/07/2025;Desconto;restaurante;Calçada aleatória;-2.356.405.784.182.610;-4.665.040.185.537.700;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;265,88;77,51
(11) 96916-2100;27/07/2025;Cashback;eletrodoméstico;Estação Consolação;-23.556.026.485.172.000;-4.666.132.816.240.230;Pão de Açúcar;Rua Pamplona, 1704;491,96;24,6
(11) 94223-8837;19/07/2025;Desconto;vestuário;Calçada aleatória;-23.563.990.140.987.800;-4.665.011.483.352.050;Havaianas;Av. Paulista, 2439;491,82;140,78
(11) 92297-7841;17/07/2025;Desconto;móveis;Calçada aleatória;-2.356.403.494.650.570;-466.498.532.364.526;Lojas Americanas;Av. Paulista, 2300;900,91;295,1
(11) 96943-8037;19/07/2025;Produto;eletrodoméstico;Calçada aleatória;-2.356.386.785.165.110;-46.650.022.508.100.100;Kalunga;Rua Augusta, 2220;108,85;2,29
(11) 91452-2108;26/07/2025;Desconto;farmácia;Semáforo;-2.356.167.211.226.670;-4.665.370.886.120.890;Riachuelo;Av. Paulista, 2277;547,77;177,02
(11) 99064-7179;05/07/2025;Desconto;mercado express;Shopping Pátio Paulista;-2.357.042.498.839.120;-4.664.563.461.646.510;Lojas Americanas;Av. Paulista, 2300;391,62;90,84
(11) 98305-9514;19/07/2025;Produto;móveis;Calçada aleatória;-23.563.802.803.671.400;-4.664.990.571.977.340;Havaianas;Av. Paulista, 2439;974,3;12,35
(11) 96351-7717;20/07/2025;Produto;farmácia;MASP;-23.561.095.759.978.400;-4.665.561.113.158.690;Smart Fit;Av. Paulista, 2006;810,03;47,92
(31) 93101-5689;12/07/2025;Produto;outros;Calçada aleatória;-23.564.305.476.170.400;-4.665.032.578.895.120;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;165,34;1,88
(11) 95657-7361;30/07/2025;Produto;móveis;Parque Trianon;-23.564.222.374.863.300;-4.665.670.615.839.290;Drogaria São Paulo;Av. Paulista, 1230;722,86;30,56
(11) 91653-5800;19/07/2025;Produto;móveis;Estação Consolação;-2.355.624.389.269.900;-4.666.149.957.278.320;Drogaria São Paulo;Av. Paulista, 1230;856,19;10,6
(11) 93032-1009;05/07/2025;Desconto;mercado express;Shopping Cidade São Paulo;-2.356.304.823.707.260;-466.519.542.055.824;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;407,1;128,74
(11) 95494-2262;15/07/2025;Cashback;restaurante;Calçada aleatória;-23.563.945.898.392.800;-46.650.402.962.817.100;Riachuelo;Av. Paulista, 2277;944,16;47,21
(11) 94642-8205;12/07/2025;Produto;eletrodoméstico;Calçada aleatória;-23.564.287.806.488.100;-4.665.035.459.865.650;Ponto Frio;Rua da Consolação, 2303;940,54;48,82
(11) 94689-1498;27/07/2025;Cashback;eletrodoméstico;Parque Trianon;-23.564.173.383.189.900;-4.665.705.387.047.020;Havaianas;Av. Paulista, 2439;181,18;9,06
(11) 97461-1600;26/07/2025;Cashback;outros;Semáforo;-23.562.349.632.457.800;-4.665.355.880.140.280;Lojas Americanas;Av. Paulista, 2300;981,96;49,1
(11) 91287-2209;16/07/2025;Desconto;esportivo;Shopping Pátio Paulista;-23.570.946.584.411.500;-46.645.247.168.972.800;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;666,53;75,91
(21) 91630-6347;06/07/2025;Produto;móveis;Semáforo;-2.356.164.445.109.050;-46.653.730.509.235.000;Smart Fit;Av. Paulista, 2006;464,49;12,62
(11) 97639-3212;12/07/2025;Produto;farmácia;MASP;-23.561.622.129.982.200;-4.665.577.826.473.620;Smart Fit;Av. Paulista, 2006;160,36;7,54
(41) 95178-2574;29/07/2025;Desconto;mercado express;Shopping Pátio Paulista;-23.570.932.211.340.000;-4.664.537.772.788.940;Smart Fit;Av. Paulista, 2006;856,31;195,01
(11) 91960-2356;13/07/2025;Produto;eletrodoméstico;MASP;-2.356.143.619.543.440;-46.656.003.796.064.300;Kalunga;Rua Augusta, 2220;521,19;22,06
(11) 95862-5109;20/07/2025;Desconto;farmácia;Estação Consolação;-23.556.138.123.453.900;-46.662.361.251.835.500;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;622,61;147,95
(11) 98989-1714;12/07/2025;Desconto;móveis;Parque Trianon;-23.564.323.562.257.100;-46.656.665.160.541.300;Riachuelo;Av. Paulista, 2277;638,01;189,42
(11) 99123-1008;26/07/2025;Cashback;mercado express;Calçada aleatória;-2.356.412.085.002.850;-46.650.050.798.657.100;Drogaria São Paulo;Av. Paulista, 1230;389,39;19,47
(11) 93597-3524;06/07/2025;Produto;móveis;Semáforo;-23.561.803.333.692.500;-4.665.345.829.933.650;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;262,23;10,1
(11) 97615-6831;15/07/2025;Cashback;farmácia;Estação Consolação;-23.555.373.498.603.500;-4.666.190.970.050.110;Drogaria São Paulo;Av. Paulista, 1230;965,46;48,27
(11) 99666-5450;27/07/2025;Cashback;mercado express;Semáforo;-2.356.258.277.117.140;-4.665.329.211.572.220;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;855,97;42,8
(11) 97481-2902;06/07/2025;Produto;restaurante;Calçada aleatória;-235.633.193.025.165;-4.664.994.346.392.100;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;527,75;14,1
(11) 93526-3207;26/07/2025;Cashback;eletrodoméstico;MASP;-23.561.795.146.473.600;-46.655.592.032.039.800;Riachuelo;Av. Paulista, 2277;687,17;34,36
(11) 91655-4375;12/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-23.563.189.395.105.800;-4.665.233.689.433.690;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;993,44;49,67
(11) 95532-6174;20/07/2025;Desconto;vestuário;Semáforo;-2.356.173.166.234.700;-46.653.899.687.575.900;Subway;Av. Paulista, 2026;962,58;401,65
(11) 94677-6494;05/07/2025;Cashback;eletrodoméstico;MASP;-23.561.769.744.473.300;-46.655.978.422.580.500;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;306,13;15,31
(11) 99499-3029;19/07/2025;Produto;vestuário;MASP;-235.612.156.541.214;-4.665.572.792.433.320;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;124,62;6
(11) 93686-8308;19/07/2025;Desconto;esportivo;Calçada aleatória;-2.356.392.139.502.760;-46.649.719.973.113.600;Lojas Americanas;Av. Paulista, 2300;331,59;122,18
(11) 97392-7241;05/07/2025;Desconto;esportivo;Calçada aleatória;-23.564.108.515.096.300;-4.664.994.639.906.740;Subway;Av. Paulista, 2026;307,22;77,18
(11) 95694-8849;19/07/2025;Cashback;eletrodoméstico;Parque Trianon;-23.565.024.673.730.000;-4.665.713.389.505.810;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;575,12;28,76
(11) 93582-8782;27/07/2025;Cashback;móveis;Semáforo;-2.356.177.082.912.740;-4.665.411.711.834.010;Drogaria São Paulo;Av. Paulista, 1230;936,86;46,84
(11) 93646-1979;26/07/2025;Produto;móveis;MASP;-23.561.553.868.217.500;-46.656.193.435.885.500;Riachuelo;Av. Paulista, 2277;241,27;3,36
(11) 93220-5306;12/07/2025;Desconto;eletrodoméstico;Semáforo;-23.561.698.990.232.100;-4.665.383.546.101.790;Subway;Av. Paulista, 2026;448,09;139,41
(11) 94324-8381;19/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.563.752.375.620.600;-46.650.517.864.188.500;Kalunga;Rua Augusta, 2220;475,62;23,78
